id,label
Fire and Fury book article,Fire and Fury book article
Flight Star Maintenance,Flight Star Maintenance
Flight logs and associations with celebrities,Flight logs and associations with celebrities
Florence Anthony,Florence Anthony
Florida,Florida
Florida Ballet,Florida Ballet
Florida Bar,Florida Bar
Florida Grand Jury,Florida Grand Jury
Florida and New York,Florida and New York
Florida and the United States,Florida and the United States
Florida child sex den,Florida child sex den
Florida criminal charges,Florida criminal charges
Florida criminal justice system,Florida criminal justice system
Florida jurisdiction,Florida jurisdiction
Florida prison,Florida prison
Florida state charges,Florida state charges
Florida state crimes involving solicitation of minors for prostitution and procurement of minors for prostitution,Florida state crimes involving solicitation of minors for prostitution and procurement of minors for prostitution
"Florida, New York, and New Mexico","Florida, New York, and New Mexico"
Forbes 400 billionaires,Forbes 400 billionaires
Fox News,Fox News
Fox News article about DOJ probe into plea bargain for 'alleged pedophile predator Jeffrey Epstein',Fox News article about DOJ probe into plea bargain for 'alleged pedophile predator Jeffrey Epstein'
Francey Hakes,Francey Hakes
"Francis Peadon (house cleaning, gardening)","Francis Peadon (house cleaning, gardening)"
Francisco Blanch,Francisco Blanch
Franklin Scandal,Franklin Scandal
Fred Haddad,Fred Haddad
Frederic Fekkai,Frederic Fekkai
French government officials,French government officials
French intelligence,French intelligence
Fusion GPS,Fusion GPS
Futurism magazine,Futurism magazine
G Maxwell,G Maxwell
G20 summit decoration with corporate leadership,G20 summit decoration with corporate leadership
G20 summit hosted by Saudi crown prince,G20 summit hosted by Saudi crown prince
GTX Corp GPS Smart Shoe,GTX Corp GPS Smart Shoe
Gary Cohn,Gary Cohn
Gavin Andresen,Gavin Andresen
Gawker,Gawker
Geneva,Geneva
Gennady Mashtalyar,Gennady Mashtalyar
Geoffrey Ling,Geoffrey Ling
Geoffrey Ling biography,Geoffrey Ling biography
Geoffrey Ling's current activities,Geoffrey Ling's current activities
George,George
George M. Church,George M. Church
George Mitchell,George Mitchell
George Nader child pornography charges,George Nader child pornography charges
George Nader extradition and bail hearing,George Nader extradition and bail hearing
George Rick,George Rick
George Rush,George Rush
George Soros,George Soros
George Soros and FARA registration strategy,George Soros and FARA registration strategy
George Soros and NGO structures,George Soros and NGO structures
George Stephanopoulos,George Stephanopoulos
George Tenet,George Tenet
George W. Bush,George W. Bush
George in Germany,George in Germany
George will not be happy about missed meeting,George will not be happy about missed meeting
George's disappointment about canceled meeting,George's disappointment about canceled meeting
Gerald Barton,Gerald Barton
Gerald Edelman,Gerald Edelman
Gerald Sussman,Gerald Sussman
Geraldine Laybourne,Geraldine Laybourne
German officials,German officials
Germany no longer needs Europe debate,Germany no longer needs Europe debate
Gerry Baker,Gerry Baker
Ghislaine (company),Ghislaine (company)
Ghislaine Maxwell,Ghislaine Maxwell
Ghislaine Maxwell and Prince Andrew,Ghislaine Maxwell and Prince Andrew
Ghislaine Maxwell as managing director,Ghislaine Maxwell as managing director
Ghislaine Maxwell's 39th birthday,Ghislaine Maxwell's 39th birthday
Ghislaine Maxwell's relationship status,Ghislaine Maxwell's relationship status
"Ghislaine Maxwell, Jean Luc Brunel, Rodriguez, and Marcinkova","Ghislaine Maxwell, Jean Luc Brunel, Rodriguez, and Marcinkova"
"Ghislaine Maxwell, Virginia Roberts, and ET","Ghislaine Maxwell, Virginia Roberts, and ET"
Gianni Serazzi,Gianni Serazzi
Gilet Jaunes (Yellow Vests) movement,Gilet Jaunes (Yellow Vests) movement
Gilet Jaunes movement participants,Gilet Jaunes movement participants
Gilets Jaunes protest movement,Gilets Jaunes protest movement
Gino Yu,Gino Yu
Giuffre v. Maxwell,Giuffre v. Maxwell
Glenn Dubin,Glenn Dubin
Glenn Simpson,Glenn Simpson
Global Counsel LLP,Global Counsel LLP
Gloria Steinem and Marvin Minsky widow,Gloria Steinem and Marvin Minsky widow
Google Alerts,Google Alerts
Government,Government
Grand Jury,Grand Jury
Gratitude America,Gratitude America
Graydon Carter,Graydon Carter
Great St. James island,Great St. James island
Greg Andres,Greg Andres
Gregg Lerman,Gregg Lerman
Gregory A. Parkinson,Gregory A. Parkinson
Guardian News & Media,Guardian News & Media
Gulfstream V jet,Gulfstream V jet
Gulfstream private jet,Gulfstream private jet
Guy Fronstein,Guy Fronstein
Guy Fronstin,Guy Fronstin
Guy Lewis,Guy Lewis
Guy P. Fronstein,Guy P. Fronstein
Gwendolyn Beck,Gwendolyn Beck
HBJ and China strategy,HBJ and China strategy
HELP USA Golf Tournament and Auction,HELP USA Golf Tournament and Auction
HOUSE_OVERSIGHT_014163,HOUSE_OVERSIGHT_014163
HSBC (Suisse) SA,HSBC (Suisse) SA
Haberman piece media coverage,Haberman piece media coverage
Haley Robson,Haley Robson
Hannah de Rothschild,Hannah de Rothschild
Hardeep Puri,Hardeep Puri
Hardeep Purie,Hardeep Purie
Hardeep Singh Puri,Hardeep Singh Puri
Harold Levin,Harold Levin
Harry Fisch,Harry Fisch
Harvard Hillel building,Harvard Hillel building
Harvard University,Harvard University
Harvard University Program for Evolutionary Dynamics,Harvard University Program for Evolutionary Dynamics
Harvard University for theoretical physics research,Harvard University for theoretical physics research
Harvard University program,Harvard University program
Harvard professors,Harvard professors
Harvard theoretical physics research center,Harvard theoretical physics research center
Harvey Weinstein,Harvey Weinstein
Heather,Heather
Heather Gray,Heather Gray
Heather Mann,Heather Mann
Helen Gurley Brown,Helen Gurley Brown
Henri,Henri
Henry 'Bud' Horton,Henry 'Bud' Horton
Henry Kissinger,Henry Kissinger
Herb Goodman,Herb Goodman
Herb Siegel,Herb Siegel
Herbert Glass,Herbert Glass
Herman,Herman
Hillary Rodham Clinton,Hillary Rodham Clinton
Hoffenberg scandal,Hoffenberg scandal
Hogan Lovells,Hogan Lovells
Hong Kong political situation,Hong Kong political situation
Hong Kong protests,Hong Kong protests
Horowitz,Horowitz
House Internal Security Committee,House Internal Security Committee
House Oversight Committee,House Oversight Committee
House Oversight Committee investigation,House Oversight Committee investigation
Household Account (Palm Beach National Bank),Household Account (Palm Beach National Bank)
"How America Lost Its Secrets: Edward Snowden, the Man and the Theft","How America Lost Its Secrets: Edward Snowden, the Man and the Theft"
Howard Rubenstein,Howard Rubenstein
Huawei,Huawei
Huffington Post,Huffington Post
Hungary,Hungary
Hurricane Florence,Hurricane Florence
IBM,IBM
IFP Gotham Awards,IFP Gotham Awards
INW,INW
IRS,IRS
ISIS,ISIS
Ian Osborne,Ian Osborne
Identified victims,Identified victims
Idi Amin,Idi Amin
Imran Khan,Imran Khan
In the Closet of the Vatican,In the Closet of the Vatican
Independent Filmmaker Project,Independent Filmmaker Project
India satellite weapons and cyber warfare,India satellite weapons and cyber warfare
India-Israel strategy discussions,India-Israel strategy discussions
Inside Job (2010 documentary),Inside Job (2010 documentary)
Inside Job documentary,Inside Job documentary
Intelligence Squared,Intelligence Squared
Intercept stock trading document,Intercept stock trading document
International Assets Group,International Assets Group
International Assets Group financial operations,International Assets Group financial operations
Iran,Iran
Israel,Israel
Israel and Middle East policy,Israel and Middle East policy
Israel strategy and India arms procurement policy,Israel strategy and India arms procurement policy
Israeli campaign strategy,Israeli campaign strategy
Israeli election coordination,Israeli election coordination
Italy,Italy
Ivan Fisher and others,Ivan Fisher and others
Ivana,Ivana
Ivanka Trump,Ivanka Trump
J Jep,J Jep
J. Epstein & Co.,J. Epstein & Co.
J. Sloman,J. Sloman
JEE entity,JEE entity
JEGE Inc.,JEGE Inc.
JPMorgan Chase,JPMorgan Chase
Jabor Y. Inewei,Jabor Y. Inewei
Jack A. Goldberger,Jack A. Goldberger
Jack Goldberger's office,Jack Goldberger's office
Jack Hill,Jack Hill
Jack Lang,Jack Lang
Jack Scarola,Jack Scarola
Jacques Lang,Jacques Lang
Jacques Lang meeting at his house,Jacques Lang meeting at his house
Jacques Lang's role and influence,Jacques Lang's role and influence
Jacques Lang's substantial government budget authority,Jacques Lang's substantial government budget authority
Jacquie Johnson,Jacquie Johnson
Jair Bolsonaro,Jair Bolsonaro
Jair Bolsonaro and Latin American politics,Jair Bolsonaro and Latin American politics
Jamal Nielsen,Jamal Nielsen
James 'Jimmy' Cayne,James 'Jimmy' Cayne
James Baker,James Baker
James Bartakowski,James Bartakowski
James Cayne,James Cayne
James Cohen,James Cohen
James Comey,James Comey
James E. Hill,James E. Hill
James Patterson,James Patterson
James Patterson book publication,James Patterson book publication
James Watson,James Watson
Jamie,Jamie
Jamie Dimon,Jamie Dimon
Jamie Rosenwald,Jamie Rosenwald
Jane,Jane
Jane Doe #1 (HOUSE_OVERSIGHT_017603_part1) (HOUSE_OVERSIGHT_017603_part1),Jane Doe #1 (HOUSE_OVERSIGHT_017603_part1) (HOUSE_OVERSIGHT_017603_part1)
Jane Doe #2 (HOUSE_OVERSIGHT_010486_part1) (HOUSE_OVERSIGHT_010486_part1),Jane Doe #2 (HOUSE_OVERSIGHT_010486_part1) (HOUSE_OVERSIGHT_010486_part1)
Jane Doe #2 (HOUSE_OVERSIGHT_017603_part1) (HOUSE_OVERSIGHT_017603_part1),Jane Doe #2 (HOUSE_OVERSIGHT_017603_part1) (HOUSE_OVERSIGHT_017603_part1)
Jane Doe #3 (HOUSE_OVERSIGHT_010735) (HOUSE_OVERSIGHT_010735),Jane Doe #3 (HOUSE_OVERSIGHT_010735) (HOUSE_OVERSIGHT_010735)
Jane Doe #3 (HOUSE_OVERSIGHT_010744),Jane Doe #3 (HOUSE_OVERSIGHT_010744)
Jane Doe #3 (HOUSE_OVERSIGHT_010745),Jane Doe #3 (HOUSE_OVERSIGHT_010745)
Jane Doe #3 (HOUSE_OVERSIGHT_011908_part3) (HOUSE_OVERSIGHT_011908_part3),Jane Doe #3 (HOUSE_OVERSIGHT_011908_part3) (HOUSE_OVERSIGHT_011908_part3)
Jane Doe #3 (HOUSE_OVERSIGHT_012032),Jane Doe #3 (HOUSE_OVERSIGHT_012032)
Jane Doe #3 (HOUSE_OVERSIGHT_012034),Jane Doe #3 (HOUSE_OVERSIGHT_012034)
Jane Doe #3 (TEXT-001-HOUSE_OVERSIGHT_029225),Jane Doe #3 (TEXT-001-HOUSE_OVERSIGHT_029225)
Jane Doe #4 (HOUSE_OVERSIGHT_010568),Jane Doe #4 (HOUSE_OVERSIGHT_010568)
Jane Doe #5 (HOUSE_OVERSIGHT_013433),Jane Doe #5 (HOUSE_OVERSIGHT_013433)
Jane Doe (HOUSE_OVERSIGHT_010579),Jane Doe (HOUSE_OVERSIGHT_010579)
Jane Doe (HOUSE_OVERSIGHT_010584),Jane Doe (HOUSE_OVERSIGHT_010584)
Jane Doe (HOUSE_OVERSIGHT_010597),Jane Doe (HOUSE_OVERSIGHT_010597)
Jane Doe (HOUSE_OVERSIGHT_013304_part1) (HOUSE_OVERSIGHT_013304_part1),Jane Doe (HOUSE_OVERSIGHT_013304_part1) (HOUSE_OVERSIGHT_013304_part1)
Jane Doe (HOUSE_OVERSIGHT_013304_part2) (HOUSE_OVERSIGHT_013304_part2),Jane Doe (HOUSE_OVERSIGHT_013304_part2) (HOUSE_OVERSIGHT_013304_part2)
Jane Doe (HOUSE_OVERSIGHT_013350),Jane Doe (HOUSE_OVERSIGHT_013350)
Jane Doe (HOUSE_OVERSIGHT_013353),Jane Doe (HOUSE_OVERSIGHT_013353)
Jane Doe (HOUSE_OVERSIGHT_013368),Jane Doe (HOUSE_OVERSIGHT_013368)
Jane Doe (HOUSE_OVERSIGHT_013397),Jane Doe (HOUSE_OVERSIGHT_013397)
Jane Doe (HOUSE_OVERSIGHT_013463) (HOUSE_OVERSIGHT_013463),Jane Doe (HOUSE_OVERSIGHT_013463) (HOUSE_OVERSIGHT_013463)
Jane Doe (HOUSE_OVERSIGHT_021434_part2) (HOUSE_OVERSIGHT_021434_part2),Jane Doe (HOUSE_OVERSIGHT_021434_part2) (HOUSE_OVERSIGHT_021434_part2)
Jane Doe (HOUSE_OVERSIGHT_025939) (HOUSE_OVERSIGHT_025939),Jane Doe (HOUSE_OVERSIGHT_025939) (HOUSE_OVERSIGHT_025939)
Jane Doe (HOUSE_OVERSIGHT_026384) (HOUSE_OVERSIGHT_026384),Jane Doe (HOUSE_OVERSIGHT_026384) (HOUSE_OVERSIGHT_026384)
Jane Doe (HOUSE_OVERSIGHT_026854) (HOUSE_OVERSIGHT_026854),Jane Doe (HOUSE_OVERSIGHT_026854) (HOUSE_OVERSIGHT_026854)
Jane Doe (HOUSE_OVERSIGHT_029315) (HOUSE_OVERSIGHT_029315),Jane Doe (HOUSE_OVERSIGHT_029315) (HOUSE_OVERSIGHT_029315)
Jane Doe (HOUSE_OVERSIGHT_029398) (HOUSE_OVERSIGHT_029398),Jane Doe (HOUSE_OVERSIGHT_029398) (HOUSE_OVERSIGHT_029398)
Jane Doe (TEXT-001-HOUSE_OVERSIGHT_026854),Jane Doe (TEXT-001-HOUSE_OVERSIGHT_026854)
Jane Doe 1 (HOUSE_OVERSIGHT_014677),Jane Doe 1 (HOUSE_OVERSIGHT_014677)
Jane Doe 1 (HOUSE_OVERSIGHT_014847),Jane Doe 1 (HOUSE_OVERSIGHT_014847)
Jane Doe 1 (HOUSE_OVERSIGHT_022837) (HOUSE_OVERSIGHT_022837),Jane Doe 1 (HOUSE_OVERSIGHT_022837) (HOUSE_OVERSIGHT_022837)
Jane Doe 1 and 2 (HOUSE_OVERSIGHT_022834) (HOUSE_OVERSIGHT_022834),Jane Doe 1 and 2 (HOUSE_OVERSIGHT_022834) (HOUSE_OVERSIGHT_022834)
Jane Doe 1 and Jane Doe 2 (HOUSE_OVERSIGHT_022839) (HOUSE_OVERSIGHT_022839),Jane Doe 1 and Jane Doe 2 (HOUSE_OVERSIGHT_022839) (HOUSE_OVERSIGHT_022839)
Jane Doe 102 (HOUSE_OVERSIGHT_010585),Jane Doe 102 (HOUSE_OVERSIGHT_010585)
Jane Doe 102 (HOUSE_OVERSIGHT_013352),Jane Doe 102 (HOUSE_OVERSIGHT_013352)
Jane Doe 102 (HOUSE_OVERSIGHT_021824_part2) (HOUSE_OVERSIGHT_021824_part2),Jane Doe 102 (HOUSE_OVERSIGHT_021824_part2) (HOUSE_OVERSIGHT_021824_part2)
Jane Doe 102 (HOUSE_OVERSIGHT_030999) (HOUSE_OVERSIGHT_030999),Jane Doe 102 (HOUSE_OVERSIGHT_030999) (HOUSE_OVERSIGHT_030999)
Jane Doe 102 (HOUSE_OVERSIGHT_031002) (HOUSE_OVERSIGHT_031002),Jane Doe 102 (HOUSE_OVERSIGHT_031002) (HOUSE_OVERSIGHT_031002)
Jane Doe 102 (HOUSE_OVERSIGHT_031005) (HOUSE_OVERSIGHT_031005),Jane Doe 102 (HOUSE_OVERSIGHT_031005) (HOUSE_OVERSIGHT_031005)
Jane Doe 102 (HOUSE_OVERSIGHT_031008) (HOUSE_OVERSIGHT_031008),Jane Doe 102 (HOUSE_OVERSIGHT_031008) (HOUSE_OVERSIGHT_031008)
Jane Doe 102 (HOUSE_OVERSIGHT_031100),Jane Doe 102 (HOUSE_OVERSIGHT_031100)
Jane Doe 2 (HOUSE_OVERSIGHT_014677),Jane Doe 2 (HOUSE_OVERSIGHT_014677)
Jane Doe 2 (HOUSE_OVERSIGHT_014847),Jane Doe 2 (HOUSE_OVERSIGHT_014847)
Jane Doe 2 (HOUSE_OVERSIGHT_022837) (HOUSE_OVERSIGHT_022837),Jane Doe 2 (HOUSE_OVERSIGHT_022837) (HOUSE_OVERSIGHT_022837)
Jane Doe 3 (HOUSE_OVERSIGHT_028928) (HOUSE_OVERSIGHT_028928),Jane Doe 3 (HOUSE_OVERSIGHT_028928) (HOUSE_OVERSIGHT_028928)
Jane Doe 3 (HOUSE_OVERSIGHT_028965) (HOUSE_OVERSIGHT_028965),Jane Doe 3 (HOUSE_OVERSIGHT_028965) (HOUSE_OVERSIGHT_028965)
Jane Doe No. 1 (HOUSE_OVERSIGHT_012197_part6) (HOUSE_OVERSIGHT_012197_part6),Jane Doe No. 1 (HOUSE_OVERSIGHT_012197_part6) (HOUSE_OVERSIGHT_012197_part6)
Jane Doe No. 1 and Jane Doe No. 2 (HOUSE_OVERSIGHT_015626),Jane Doe No. 1 and Jane Doe No. 2 (HOUSE_OVERSIGHT_015626)
Jane Doe No. 1's parents (HOUSE_OVERSIGHT_012197_part6) (HOUSE_OVERSIGHT_012197_part6),Jane Doe No. 1's parents (HOUSE_OVERSIGHT_012197_part6) (HOUSE_OVERSIGHT_012197_part6)
Jane Doe No. 102 (HOUSE_OVERSIGHT_013351),Jane Doe No. 102 (HOUSE_OVERSIGHT_013351)
Jane Doe No. 102 (HOUSE_OVERSIGHT_013368),Jane Doe No. 102 (HOUSE_OVERSIGHT_013368)
Jane Doe No. 2 (HOUSE_OVERSIGHT_021434_part2) (HOUSE_OVERSIGHT_021434_part2),Jane Doe No. 2 (HOUSE_OVERSIGHT_021434_part2) (HOUSE_OVERSIGHT_021434_part2)
Jane Doe No. 3 (HOUSE_OVERSIGHT_012197_part6) (HOUSE_OVERSIGHT_012197_part6),Jane Doe No. 3 (HOUSE_OVERSIGHT_012197_part6) (HOUSE_OVERSIGHT_012197_part6)
Jane Doe No. 3 (HOUSE_OVERSIGHT_012649),Jane Doe No. 3 (HOUSE_OVERSIGHT_012649)
Jane Doe No. 3 (HOUSE_OVERSIGHT_014084) (HOUSE_OVERSIGHT_014084),Jane Doe No. 3 (HOUSE_OVERSIGHT_014084) (HOUSE_OVERSIGHT_014084)
